Date,Close
2024-09-16,465.9674987792969
2024-09-17,462.9132995605469
2024-09-18,462.5486145019531
2024-09-19,463.369140625
2024-09-20,468.97607421875
2024-09-23,471.3009033203125
2024-09-24,469.7510070800781
2024-09-25,471.847900390625
2024-09-26,476.5887451171875
2024-09-27,476.5431213378906
2024-09-30,472.39495849609375
2024-10-01,470.6171569824219
2024-10-03,467.4718017578125
2024-10-04,459.0841979980469
2024-10-07,465.1469421386719
2024-10-08,463.09564208984375
2024-10-09,448.28057861328125
2024-10-10,448.5997009277344
2024-10-11,445.0896301269531
2024-10-14,453.0669860839844
2024-10-15,454.52569580078125
2024-10-16,449.64813232421875
2024-10-17,445.72784423828125
2024-10-18,443.72210693359375
2024-10-21,440.9414367675781
2024-10-22,439.2547912597656
2024-10-23,437.932861328125
2024-10-24,430.0466613769531
2024-10-25,439.71063232421875
2024-10-28,441.39727783203125
2024-10-29,444.8617248535156
2024-10-30,448.1438293457031
2024-10-31,445.6366882324219
2024-11-01,447.0042419433594
2024-11-04,441.8075256347656
2024-11-05,437.79608154296875
2024-11-06,438.6166076660156
2024-11-07,435.6991882324219
2024-11-08,435.8359069824219
2024-11-11,434.83306884765625
2024-11-12,431.09515380859375
2024-11-13,430.5025329589844
2024-11-14,424.804443359375
2024-11-18,425.3514404296875
2024-11-19,426.080810546875
2024-11-21,416.7815246582031
2024-11-22,432.7361755371094
2024-11-25,434.6963195800781
2024-11-26,434.8786926269531
2024-11-27,434.83306884765625
2024-11-28,432.964111328125
2024-11-29,434.6507568359375
2024-12-02,435.0610046386719
2024-12-03,430.8216247558594
2024-12-04,425.8528747558594
2024-12-05,426.2175598144531
2024-12-06,429.54522705078125
2024-12-09,423.8927307128906
2024-12-10,424.34857177734375
2024-12-11,424.1662292480469
2024-12-12,419.9268798828125
2024-12-13,428.4967956542969
2024-12-16,428.5879821777344
2024-12-17,428.0865478515625
2024-12-18,428.95263671875
2024-12-19,425.3514404296875
2024-12-20,423.6192626953125
2024-12-23,432.37152099609375
2024-12-24,436.20062255859375
2024-12-26,434.83306884765625
2024-12-27,436.33740234375
2024-12-30,434.8786926269531
2024-12-31,440.9414367675781
2025-01-01,441.2149658203125
2025-01-02,445.8645935058594
2025-01-03,439.0724792480469
2025-01-06,419.10430908203125
2025-01-07,417.63677978515625
2025-01-08,425.63726806640625
2025-01-09,426.15802001953125
2025-01-10,421.2346496582031
2025-01-13,415.69580078125
2025-01-14,413.3761291503906
2025-01-15,414.0862731933594
2025-01-16,409.8255920410156
2025-01-17,416.7846374511719
2025-01-20,414.4176330566406
2025-01-21,414.2756042480469
2025-01-22,413.7548522949219
2025-01-23,416.7846374511719
2025-01-24,418.11016845703125
2025-01-27,416.6899719238281
2025-01-28,412.2873229980469
2025-01-29,410.2989807128906
2025-01-30,412.9974365234375
2025-01-31,423.69635009765625
2025-02-01,437.94573974609375
2025-02-03,430.1819763183594
2025-02-04,430.93939208984375
2025-02-05,424.3117370605469
2025-02-06,417.63677978515625
2025-02-07,407.9319763183594
2025-02-10,404.47613525390625
2025-02-11,396.0495300292969
2025-02-12,394.22222900390625
2025-02-13,394.0299072265625
2025-02-14,394.558837890625
2025-02-17,392.97198486328125
2025-02-18,389.7500915527344
2025-02-19,390.8561096191406
2025-02-20,386.6724853515625
2025-02-21,385.5664367675781
2025-02-24,386.5282287597656
2025-02-25,389.3653869628906
2025-02-27,386.23968505859375
2025-02-28,379.8921203613281
2025-03-03,382.2484436035156
2025-03-04,379.74786376953125
2025-03-05,389.5577087402344
2025-03-06,390.1828918457031
2025-03-07,388.45172119140625
2025-03-10,389.5096435546875
2025-03-11,390.66375732421875
2025-03-12,396.6266174316406
2025-03-13,396.28997802734375
2025-03-17,392.3468322753906
2025-03-18,393.45281982421875
2025-03-19,387.63421630859375
2025-03-20,388.49981689453125
2025-03-21,390.0386047363281
2025-03-24,395.1839904785156
2025-03-25,394.12603759765625
2025-03-26,391.769775390625
2025-03-27,393.7894592285156
2025-03-28,394.0779724121094
2025-04-01,391.0965576171875
2025-04-02,393.40472412109375
2025-04-03,393.7413330078125
2025-04-04,394.0299072265625
2025-04-07,390.51947021484375
2025-04-08,396.7708740234375
2025-04-09,400.37744140625
2025-04-11,405.4266052246094
2025-04-15,404.32061767578125
2025-04-16,408.2157287597656
2025-04-17,410.90863037109375
2025-04-21,406.67694091796875
2025-04-22,417.0157775878906
2025-04-23,414.3709411621094
2025-04-24,413.60150146484375
2025-04-25,411.4375915527344
2025-04-28,412.3993225097656
2025-04-29,409.7064208984375
2025-04-30,409.5140686035156
2025-05-02,413.07257080078125
2025-05-05,420.2376403808594
2025-05-06,418.89117431640625
2025-05-07,414.6594543457031
2025-05-08,414.1304931640625
2025-05-09,407.35015869140625
2025-05-12,418.8431091308594
2025-05-13,411.53375244140625
2025-05-14,412.6878967285156
2025-05-15,416.1020812988281
2025-05-16,419.03546142578125
2025-05-19,418.6988220214844
2025-05-20,418.2660217285156
2025-05-21,416.438720703125
2025-05-22,409.8026123046875
2025-05-23,419.61248779296875
2025-05-26,425.9600524902344
2025-05-27,417.3042907714844
2025-05-28,411.57440185546875
2025-05-29,410.1541442871094
2025-05-30,409.468505859375
2025-06-02,410.6928405761719
2025-06-03,408.39111328125
2025-06-04,408.4400634765625
2025-06-05,410.4969482421875
2025-06-06,412.40692138671875
2025-06-09,414.3658752441406
2025-06-10,418.23480224609375
2025-06-11,417.4022216796875
2025-06-12,412.3579406738281
2025-06-13,405.4036865234375
2025-06-16,409.6154479980469
2025-06-17,408.83184814453125
2025-06-18,407.3626403808594
2025-06-19,407.4606018066406
2025-06-20,409.9582214355469
2025-06-23,405.4036865234375
2025-06-24,405.844482421875
2025-06-25,407.80340576171875
2025-06-26,411.67230224609375
2025-06-27,410.0561828613281
2025-06-30,407.9013671875
2025-07-01,406.5790710449219
2025-07-02,404.47320556640625
2025-07-03,404.864990234375
2025-07-04,404.0813903808594
2025-07-07,407.6075134277344
2025-07-08,408.635986328125
2025-07-09,410.83978271484375
2025-07-10,408.29315185546875
2025-07-11,408.2441711425781
2025-07-14,410.7908020019531
2025-07-15,413.4353942871094
2025-07-16,415.8840637207031
2025-07-17,415.2474060058594
2025-07-18,414.072021484375
2025-07-21,411.4764404296875
2025-07-22,407.4606018066406
2025-07-23,406.4321594238281
2025-07-24,401.5347900390625
2025-07-25,400.9960632324219
2025-07-28,401.4858093261719
2025-07-29,400.0655822753906
2025-07-30,399.2330322265625
2025-07-31,403.4937438964844
2025-08-01,407.9013671875
2025-08-04,408.29315185546875
2025-08-05,405.6485595703125
2025-08-06,403.5426940917969
2025-08-07,405.10986328125
2025-08-08,405.99139404296875
2025-08-11,408.29315185546875
2025-08-12,407.80340576171875
2025-08-13,405.599609375
2025-08-14,403.0039978027344
2025-08-18,397.9596862792969
2025-08-19,400.7022399902344
2025-08-20,397.7148132324219
2025-08-21,397.22509765625
2025-08-22,390.1239013671875
2025-08-25,391.1523742675781
2025-08-26,395.0702819824219
2025-08-28,392.6705627441406
2025-08-29,401.3388977050781
2025-09-01,397.5189514160156
2025-09-02,398.4004821777344
2025-09-03,403.2978210449219
2025-09-04,407.3626403808594
2025-09-05,398.9881591796875
2025-09-08,399.1840515136719
2025-09-09,401.6327209472656
2025-09-10,404.5711364746094
2025-09-11,406.53009033203125
2025-09-12,405.25677490234375
2025-09-15,404.1793518066406
2025-09-16,404.6201171875
2025-09-17,400.8981018066406
2025-09-18,403.1019287109375
2025-09-19,402.22039794921875
2025-09-22,398.59637451171875
2025-09-23,394.9233703613281
2025-09-24,392.76849365234375
2025-09-25,391.8869934082031
2025-09-26,396.7843322753906
2025-09-29,398.89019775390625
2025-09-30,393.30718994140625
2025-10-01,397.2740783691406
2025-10-03,396.0007629394531
2025-10-06,392.52362060546875
2025-10-07,391.5931396484375
2025-10-08,391.5441589355469
2025-10-09,391.6910705566406
2025-10-10,394.53155517578125
2025-10-13,391.0544128417969
2025-10-14,388.6546936035156
2025-10-15,391.6910705566406
2025-10-16,396.83331298828125
2025-10-17,403.6896057128906
2025-10-20,404.5711364746094
2025-10-21,404.3752746582031
2025-10-23,407.41162109375
2025-10-24,408.2441711425781
2025-10-27,412.01513671875
2025-10-28,409.32159423828125
2025-10-29,412.9456481933594
2025-10-30,410.1541442871094
2025-10-31,411.7213134765625
2025-11-03,405.45269775390625
2025-11-04,400.5063171386719
2025-11-06,399.13507080078125
2025-11-07,395.7558898925781
2025-11-10,397.22509765625
2025-11-11,398.4984130859375
2025-11-12,398.64532470703125
2025-11-13,397.3720397949219
2025-11-14,399.771728515625
2025-11-17,398.7432861328125
2025-11-18,397.5189514160156
2025-11-19,395.2661437988281
2025-11-20,397.1271667480469
2025-11-21,399.4779052734375
2025-11-24,395.2661437988281
2025-11-25,392.5726013183594
2025-11-26,394.04180908203125
2025-11-27,396.0007629394531
2025-11-28,395.9517822265625
2025-12-01,395.9517822265625
2025-12-02,392.71954345703125
2025-12-03,392.2787780761719
2025-12-04,394.7763977050781
2025-12-05,396.6374206542969
2025-12-08,394.04180908203125
2025-12-09,392.8174743652344
2025-12-10,394.8743591308594
2025-12-11,394.6294860839844
2025-12-12,391.8869934082031
2025-12-15,394.04180908203125
2025-12-16,393.4541320800781
2025-12-17,391.5931396484375
2025-12-18,392.1808166503906
2025-12-19,392.8174743652344
2025-12-22,394.4336242675781
2025-12-23,398.9881591796875
2025-12-24,398.2535705566406
2025-12-26,395.8538513183594
2025-12-29,394.3356628417969
2025-12-30,392.376708984375
2025-12-31,394.7274475097656
2026-01-01,356.381103515625
2026-01-02,342.8643493652344
2026-01-05,342.5215759277344
2026-01-06,335.42041015625
2026-01-07,334.2450256347656
2026-01-08,333.9021911621094
2026-01-09,330.22918701171875
2026-01-12,331.4535217285156
2026-01-13,327.8294982910156
2026-01-14,327.8784484863281
2026-01-15,327.8784484863281
2026-01-16,322.4423828125
2026-01-19,326.3602600097656
2026-01-20,319.6018981933594
2026-01-21,318.0837097167969
2026-01-22,318.1816711425781
2026-01-23,316.76141357421875
2026-01-27,312.1089172363281
2026-01-28,314.5576171875
2026-01-29,312.0599670410156
2026-01-30,315.5370788574219
2026-02-02,308.2400207519531
2026-02-03,310.1499938964844
2026-02-04,313.8500061035156
2026-02-05,310.20001220703125
2026-02-06,325.79998779296875
2026-02-09,322.79998779296875
2026-02-10,321.3999938964844
2026-02-11,318.25
2026-02-12,317.45001220703125
2026-02-13,313.75
2026-02-16,317.95001220703125
2026-02-17,325.45001220703125
2026-02-18,332.45001220703125
2026-02-19,326.0
2026-02-20,327.0
2026-02-23,325.3999938964844
2026-02-24,323.5
2026-02-25,319.75
2026-02-26,318.29998779296875
2026-02-27,313.6000061035156
2026-03-02,314.8999938964844
2026-03-04,311.95001220703125
2026-03-05,311.5
2026-03-06,309.70001220703125
2026-03-09,306.0
2026-03-10,309.04998779296875
2026-03-11,309.0
2026-03-12,304.1000061035156
2026-03-13,301.45001220703125
2026-03-16,308.25
2026-03-17,304.8500061035156
2026-03-18,304.04998779296875
2026-03-19,298.0
2026-03-20,299.95001220703125
2026-03-23,290.45001220703125
2026-03-24,291.25
2026-03-25,295.70001220703125
